UF,PR
Cidade,PLANALTINA DO PARANA
Nome Posto,PLANALTINA DO PARANA
Latitude,-23.022777777777776
Longitude,-52.92166666666667
Codigo,2352050
Qtd. Anos,42
Ano,Maxima
1976,47
1977,50.4
1978,67
1979,79.3
1980,89.3
1981,82.1
1982,78.8
1983,74.4
1984,97.9
1985,80.4
1986,100
1987,148.4
1988,87.5
1989,102
1990,77.4
1991,85.8
1992,145.4
1993,84.8
1994,59.1
1995,112
1996,61.7
1997,90.6
1998,89.3
1999,70.6
2000,97.8
2001,71
2002,70.1
2003,132
2004,70.9
2005,57.7
2006,83.5
2007,80.6
2008,68.8
2009,105.1
2010,106
2011,80.2
2012,132.2
2013,76.2
2014,103.7
2015,103.7
2016,110.5
2017,81.9
