UF,PR
Cidade,SAO JORGE D'OESTE
Nome Posto,IOLOPOLIS
Latitude,-25.716666666666665
Longitude,-52.916666666666664
Codigo,2552045
Qtd. Anos,41
Ano,Maxima
1976,71.2
1977,99.6
1978,89.3
1979,94.7
1980,92
1981,113.1
1982,109.4
1983,175.2
1984,162
1985,86.4
1986,124
1987,110
1988,84.5
1989,84.3
1990,124
1991,131.3
1992,122
1993,149.9
1994,98.1
1995,98.5
1996,142.3
1997,150
1998,107.4
1999,91.5
2000,73.1
2001,76.9
2002,86
2003,103.3
2004,97.4
2005,123.4
2006,75.1
2007,98.4
2008,93.4
2009,94.6
2010,88
2011,132.4
2012,102.9
2013,146
2014,212.3
2015,132.3
2017,98
