UF,PR
Cidade,RESERVA
Nome Posto,RIO NOVO
Latitude,-24.416666666666668
Longitude,-50.96666666666667
Codigo,2450052
Qtd. Anos,43
Ano,Maxima
1975,62.8
1976,61
1977,54.8
1978,71.4
1979,73.2
1980,73.6
1981,85.4
1982,89.6
1983,84.6
1984,65.2
1985,77.4
1986,93.6
1987,56.8
1988,49.6
1989,96.6
1990,94.2
1991,150.8
1992,120.3
1993,105.7
1994,93.5
1995,52.1
1996,62.5
1997,106.6
1998,84.7
1999,107.9
2000,85.5
2001,78.7
2002,75.2
2003,155.9
2004,84.5
2005,198
2006,67.2
2007,101.2
2008,82.6
2009,98
2010,83.3
2011,82.4
2012,107.3
2013,150.5
2014,114.3
2015,86.5
2016,79.3
2017,100.9
