UF,PR
Cidade,QUITANDINHA
Nome Posto,RIO DA VARZEA DOS LIMA
Latitude,-25.95
Longitude,-49.393055555555556
Codigo,2549003
Qtd. Anos,77
Ano,Maxima
1940,33
1941,65.8
1942,79
1943,61
1944,92
1945,115.8
1946,117.4
1947,50.2
1948,76
1949,70.4
1950,93
1951,80
1952,75
1953,70
1954,111.2
1955,89
1956,65.5
1957,84
1958,101
1959,108.7
1960,77.6
1961,82.5
1962,35
1963,53
1964,72
1965,48.8
1966,56
1967,44
1968,53
1969,83
1970,70
1971,95.2
1972,93
1973,61
1974,80.7
1975,70.5
1976,63.7
1977,106
1978,77.6
1979,84
1980,112
1981,52
1982,73.7
1983,99.5
1984,71.5
1985,40.3
1986,72.2
1987,58.7
1988,101.7
1989,76.2
1990,64.2
1991,97.4
1992,113.7
1993,82.8
1994,52
1995,81.5
1996,98.2
1997,57.7
1998,73.2
1999,83.3
2000,49.9
2001,58.2
2002,60
2003,80
2004,58.8
2005,86.4
2006,60
2007,90
2008,79.3
2009,100.7
2010,63.5
2011,75.3
2012,144.9
2013,86.7
2014,147.5
2015,64.4
2017,96.2
