UF,PR
Cidade,JARDIM OLINDA
Nome Posto,JARDIM OLINDA
Latitude,-22.550833333333333
Longitude,-52.03638888888889
Codigo,2252013
Qtd. Anos,44
Ano,Maxima
1975,89
1976,91.3
1977,100.4
1978,145
1979,101.2
1980,133.5
1981,76
1982,60
1983,80.4
1984,96.7
1985,64.5
1986,69.3
1987,134.2
1988,64
1989,83.3
1990,85.8
1991,114.8
1992,50.3
1993,96.1
1994,93.4
1995,100.2
1996,65
1997,112.6
1998,68.4
1999,90.6
2000,78.8
2001,108.7
2002,108.4
2003,75.3
2004,76.9
2005,69.8
2006,93.4
2007,125.3
2008,73.1
2009,85.5
2010,100.2
2011,90.1
2012,175.6
2013,104.7
2014,81.2
2015,94.9
2016,114.9
2017,97.4
2018,143
