UF,PR
Cidade,TUNAS DO PARANA
Nome Posto,TUNAS
Latitude,-24.966666666666665
Longitude,-49.08305555555556
Codigo,2449024
Qtd. Anos,43
Ano,Maxima
1974,59.8
1975,76
1976,77.5
1977,47.4
1978,83.8
1979,51.8
1980,78.6
1981,46
1982,65.6
1983,95
1984,110.4
1985,45.2
1986,43.4
1987,77.6
1988,54.2
1989,62.2
1990,90
1991,58
1992,84
1993,78
1994,69.5
1995,91
1996,82.7
1997,92.7
1998,87.4
1999,73.3
2000,79.6
2001,57.3
2002,77.2
2003,72.4
2004,130.5
2005,122.2
2006,59.7
2007,89.7
2008,50.5
2009,58
2010,60.2
2011,112.9
2012,68.8
2013,75.5
2014,56
2015,90.1
2017,64.9
