UF,PR
Cidade,SAO JOAO
Nome Posto,SAO JOAO DO OESTE
Latitude,-25.85
Longitude,-52.733333333333334
Codigo,2552029
Qtd. Anos,41
Ano,Maxima
1976,86
1977,87
1978,63
1979,73.4
1980,96
1981,102
1982,128.4
1983,153.4
1984,170.8
1985,91
1986,106.6
1987,109.4
1988,90.9
1989,98
1990,127.7
1991,137.6
1992,147.5
1993,99.7
1994,84.7
1995,87.1
1996,79.5
1997,149.3
1998,125.5
1999,108.7
2000,105.9
2001,98.9
2002,138.7
2003,127
2004,107.7
2005,108.7
2006,81
2007,152.3
2008,105.8
2009,136.8
2010,140.8
2011,102.7
2012,113.3
2013,124.4
2014,187.4
2015,84.9
2017,151.3
