UF,PR
Cidade,ARAPOTI
Nome Posto,CARATUVA
Latitude,-24.033333333333335
Longitude,-50.083333333333336
Codigo,2450048
Qtd. Anos,42
Ano,Maxima
1975,63
1976,83
1977,120
1978,91
1979,49
1980,66
1981,53.2
1982,60.3
1983,52.2
1984,68
1985,57.1
1986,88.2
1987,110.9
1988,48.8
1989,120.6
1990,70.5
1991,54.5
1992,60.5
1993,47.3
1994,49.7
1995,61
1996,72
1997,78.9
1998,82
1999,78.1
2000,109
2001,37.4
2002,120
2003,90.1
2004,79.2
2005,79.2
2006,49.5
2007,108.9
2008,69.3
2009,111
2010,160.9
2011,91
2012,86
2013,59.2
2014,77.2
2015,76.5
2017,101.1
