UF,PR
Cidade,CASTRO
Nome Posto,SOCAVAO
Latitude,-24.774444444444445
Longitude,-49.7
Codigo,2449028
Qtd. Anos,42
Ano,Maxima
1975,44.6
1976,78.8
1977,55
1978,57
1979,76.8
1980,73
1981,58.4
1982,102
1983,145.8
1984,79.2
1985,72.4
1986,69.8
1987,60.6
1988,68
1989,68
1990,69.4
1991,72.5
1992,87.4
1993,96.4
1994,62.4
1995,71
1996,57.4
1997,67.9
1998,112.6
1999,55.7
2000,89
2001,74.1
2002,75.4
2003,126.6
2004,89.6
2005,69
2006,57.2
2007,66.4
2008,97
2009,64.3
2010,88.9
2011,100.7
2012,94.8
2013,92.2
2014,94.8
2015,94.4
2017,155.5
