UF,PR
Cidade,SAO MATEUS DO SUL
Nome Posto,PONTILHAO FERRARIA
Latitude,-25.95
Longitude,-50.56666666666667
Codigo,2550017
Qtd. Anos,43
Ano,Maxima
1974,50
1975,58.7
1976,62.4
1977,88
1978,77.4
1979,113.2
1980,120.6
1981,50.2
1982,63.8
1983,106.2
1984,86.4
1985,63.2
1986,66
1987,75
1988,78.4
1989,87.6
1990,328.4
1991,680
1992,143.9
1993,90.4
1994,63.1
1995,88.6
1996,80.6
1997,80.3
1998,118
1999,76.5
2000,85.4
2001,82.5
2002,73.2
2003,106.4
2004,65.4
2005,65.2
2006,75.6
2007,68.8
2008,77.4
2009,83.8
2010,76.9
2011,86.5
2012,113.2
2013,94.9
2014,203.8
2015,67
2017,77.6
