UF,PR
Cidade,GOIOERE
Nome Posto,GOIOERE
Latitude,-24.193333333333335
Longitude,-53.03194444444444
Codigo,2453016
Qtd. Anos,49
Ano,Maxima
1967,75
1968,78
1969,102
1970,93
1971,73
1972,84
1973,149
1974,66
1975,67
1976,87
1977,90
1978,75
1979,120.3
1980,71.6
1981,123
1982,137.6
1983,94.8
1984,86
1985,100.6
1986,100.4
1987,70.4
1988,85.4
1989,291.4
1990,102.2
1991,80
1992,120.5
1993,89.1
1994,62.1
1995,90.4
1996,93.7
1997,82.9
1998,76.5
1999,65.7
2000,98.6
2001,49.6
2002,112.8
2003,84.4
2004,79.1
2005,74.3
2006,91.2
2007,110.9
2008,63
2009,122.7
2010,85.6
2011,69.7
2012,83.6
2013,121.6
2014,141.8
2015,117.3
