UF,PR
Cidade,NOVA SANTA ROSA
Nome Posto,ALTO SANTA FE
Latitude,-24.391944444444444
Longitude,-53.9325
Codigo,2453048
Qtd. Anos,41
Ano,Maxima
1976,74.1
1977,87.8
1978,73.2
1979,102.2
1980,69.8
1981,99.3
1982,131
1983,104.7
1984,106.3
1985,90.3
1986,86.7
1987,134.7
1988,89.2
1989,83.6
1990,96.2
1991,122.7
1992,117.1
1993,102.9
1994,108.6
1995,82.9
1996,83.2
1997,89.7
1998,89
1999,93.8
2000,63.9
2001,109.9
2002,94.9
2003,107.7
2004,83.7
2005,131.5
2006,88
2007,72.1
2008,121.7
2009,47.9
2010,83.1
2011,78.5
2012,145.3
2013,83.1
2014,100.1
2015,122.7
2017,98.7
