UF,PR
Cidade,MARIALVA
Nome Posto,SAO MIGUEL DO CAMBUI
Latitude,-23.609722222222224
Longitude,-51.86
Codigo,2351029
Qtd. Anos,42
Ano,Maxima
1975,74.4
1976,93
1977,112.6
1978,62.8
1979,105
1980,186
1981,91
1982,72
1983,98
1984,71.2
1985,118.8
1986,96.2
1987,64.8
1988,85
1989,86.8
1990,72.4
1991,78.5
1992,71
1993,100.7
1994,85.8
1995,141.2
1996,68.7
1997,185.7
1998,73
1999,148.2
2000,94.7
2001,50.8
2002,81.7
2003,68.7
2004,81.8
2005,74.5
2006,80.2
2007,106.8
2008,67
2009,66
2010,67.9
2011,76.3
2012,123.1
2013,69.4
2014,110.3
2015,136.8
2017,37.5
