UF,PR
Cidade,MANGUEIRINHA
Nome Posto,CACHOEIRA - GENEROSO
Latitude,-26.127222222222223
Longitude,-52.18388888888889
Codigo,2652027
Qtd. Anos,41
Ano,Maxima
1976,79.2
1977,107
1978,67.4
1979,92.8
1980,65
1981,75
1982,115
1983,148.2
1984,89.4
1985,56.8
1986,71.2
1987,80
1988,90.2
1989,95.2
1990,95
1991,123.6
1992,114.5
1993,75.4
1994,130.3
1995,61.4
1996,119.3
1997,143.7
1998,119.2
1999,64.5
2000,79.5
2001,90
2002,98
2003,101.9
2004,107.3
2005,81.1
2006,48
2007,112.1
2008,82
2009,71.3
2010,105.4
2011,149.7
2012,104.1
2013,128.3
2014,104.7
2015,108.1
2017,123.4
