UF,PR
Cidade,CANDOI
Nome Posto,PASSO  GRANDE
Latitude,-25.551111111111112
Longitude,-52.106944444444444
Codigo,2552025
Qtd. Anos,41
Ano,Maxima
1976,81.8
1977,97.8
1978,90.4
1979,93
1980,80
1981,130
1982,135
1983,128.6
1984,119.8
1985,58.3
1986,67.1
1987,100
1988,145.4
1989,175.5
1990,79.3
1991,75.9
1992,139
1993,124.3
1994,127.5
1995,118.8
1996,116.3
1997,96.3
1998,116.8
1999,84.4
2000,55
2001,126.7
2002,79.7
2003,94.2
2004,125.4
2005,82.1
2006,65.1
2007,80.9
2008,74.7
2009,82.9
2010,88.7
2011,158.3
2012,106
2013,153.2
2014,217.5
2015,73.6
2017,106.5
