UF,PR
Cidade,JUNDIAI DO SUL
Nome Posto,JUNDIAI DO SUL
Latitude,-23.45
Longitude,-50.23305555555556
Codigo,2350053
Qtd. Anos,42
Ano,Maxima
1975,19.7
1976,60.2
1977,91.2
1978,76.8
1979,65.2
1980,91.5
1981,77.8
1982,109.8
1983,74.7
1984,72.4
1985,85.2
1986,77.4
1987,101.6
1988,76.5
1989,112
1990,79
1991,84.8
1992,105.2
1993,74.6
1994,25.8
1995,35.6
1996,87.3
1997,71.6
1998,95
1999,62.3
2000,68.1
2001,52.1
2002,96.6
2003,87.3
2004,89.3
2005,84.3
2006,94.1
2007,99.9
2008,69
2009,78.7
2010,46.8
2011,60.3
2012,124.3
2013,68.3
2014,77.7
2015,108.7
2017,54.9
