UF,PR
Cidade,SANTA MARIANA
Nome Posto,UHE CAPIVARA PORTO SANTA TEREZINHA
Latitude,-23.128611111111113
Longitude,-50.459722222222226
Codigo,2350001
Qtd. Anos,55
Ano,Maxima
1945,43.6
1946,131.8
1947,90.4
1948,60
1949,70
1950,75.5
1951,68.4
1952,68.2
1953,50
1954,96.8
1955,76.4
1956,102.4
1957,83.6
1958,92.4
1959,91.8
1960,51.2
1961,73.6
1962,56
1963,85.8
1964,83
1965,87.4
1966,47.8
1967,68.4
1968,60
1969,48
1970,86
1971,54
1972,60
1973,52
1974,58
1975,90
1976,69
1977,9
1978,55
1979,77
1980,95.3
1981,93.5
1982,110.4
1983,115.8
1984,125.3
1985,76.8
1986,95.1
1987,110
1988,63
1989,88.3
1990,100.4
1991,129.3
1992,103.8
1993,86.5
1994,95.2
1995,92
1996,54
1997,99
1998,63.5
2012,63.3
