UF,PR
Cidade,CHOPINZINHO
Nome Posto,BAIA
Latitude,-25.716666666666665
Longitude,-52.38333333333333
Codigo,2552034
Qtd. Anos,41
Ano,Maxima
1976,66.7
1977,89
1978,75.4
1979,122.8
1980,64
1981,98
1982,110.8
1983,195.2
1984,150.4
1985,58.4
1986,104
1987,81
1988,75.2
1989,85
1990,148
1991,105.6
1992,157
1993,149.3
1994,98
1995,85.4
1996,83.4
1997,137
1998,93.5
1999,93.8
2000,87.4
2001,80.9
2002,115.5
2003,152.2
2004,84.9
2005,104.4
2006,72.9
2007,118.8
2008,55.1
2009,83.5
2010,87.5
2011,107.4
2012,96.3
2013,130.7
2014,187.8
2015,73.8
2017,108.1
