UF,PR
Cidade,CLEVELANDIA
Nome Posto,CLEVELANDIA
Latitude,-26.416666666666668
Longitude,-52.35
Codigo,2652003
Qtd. Anos,41
Ano,Maxima
1973,114.6
1974,68.4
1975,105
1976,70.8
1977,69.8
1978,76
1979,130.2
1980,87.8
1981,92
1982,90.2
1983,127.5
1984,70.9
1985,56
1986,87.8
1987,93.4
1988,83
1989,133
1990,119.2
1991,100.2
1992,119
1993,82.3
1994,81.5
1995,83.8
1996,107
1997,100.1
1998,98.4
1999,81.7
2000,76.4
2001,118.3
2002,75
2003,89.7
2004,75.7
2005,129.9
2006,99.8
2007,119
2008,85.4
2009,80.5
2010,109.9
2011,141.4
2012,95.8
2013,85.6
