UF,PR
Cidade,DIAMANTE D'OESTE
Nome Posto,PONTE QUEIMADA
Latitude,-24.90611111111111
Longitude,-54.20138888888889
Codigo,2454018
Qtd. Anos,42
Ano,Maxima
1975,53
1976,85.6
1977,108.2
1978,60
1979,121.1
1980,112.8
1981,126.4
1982,83.8
1983,148.8
1984,75.4
1985,56.4
1986,84.3
1987,67.1
1988,103.2
1989,99
1990,119.5
1991,121.5
1992,113.3
1993,88.5
1994,114.7
1995,67.4
1996,86.6
1997,140.6
1998,163.3
1999,99.9
2000,146.3
2001,87.4
2002,123.6
2003,85.6
2004,94.3
2005,85.9
2006,90.5
2007,110.5
2008,81.9
2009,107.1
2010,89.2
2011,109.5
2012,87.9
2013,99.3
2014,204.7
2015,131.5
2017,69.1
