UF,PR
Cidade,JACAREZINHO
Nome Posto,JACAREZINHO
Latitude,-23.166666666666668
Longitude,-49.96666666666667
Codigo,2349028
Qtd. Anos,58
Ano,Maxima
1941,73.6
1942,60.2
1943,103.1
1944,71.6
1945,105.2
1946,78.8
1947,71
1948,91.8
1949,82.3
1950,100.4
1951,79.1
1952,72
1953,58.6
1954,113.9
1955,71
1956,74.2
1957,68.3
1958,92.5
1959,103.8
1960,75.6
1961,61.5
1962,61.8
1963,66.8
1964,98
1965,99.5
1966,95.4
1967,65
1968,43.6
1969,54.4
1970,87.5
1971,69.6
1972,157.6
1973,85.9
1974,104.6
1975,78.7
1976,999.7
1977,84.7
1978,128.2
1979,42.3
1980,38.3
1981,65.1
1982,76.5
1983,91.5
1984,84.2
1985,52.7
1986,113.4
1987,64.5
1988,60.4
1989,75.3
1990,85.9
1991,105.1
1992,92.7
1993,68.9
1994,66.5
1995,82.9
1999,151.2
2000,94.6
2001,327.3
