UF,PR
Cidade,NOVA ESPERANCA
Nome Posto,NOVA ESPERANCA
Latitude,-23.18305555555556
Longitude,-52.183055555555555
Codigo,2352062
Qtd. Anos,44
Ano,Maxima
1973,120.4
1974,110
1975,92.6
1976,107.7
1977,74.8
1978,88
1979,83.4
1980,69.4
1981,73.6
1982,54.2
1983,86.2
1984,98.6
1985,108.6
1986,72.4
1987,107
1988,77.4
1989,74.5
1990,91.6
1991,87
1992,104
1993,87.1
1994,93.2
1995,113.2
1996,104.2
1997,109.8
1998,71.8
1999,93.2
2000,83.4
2001,57.8
2002,112.2
2003,102
2004,81
2005,86.9
2006,111
2007,92.3
2008,66
2009,103
2010,76.6
2011,88.8
2012,130.2
2013,89
2014,108.6
2015,86.1
2017,82.2
