UF,PR
Cidade,CLEVELANDIA
Nome Posto,SALTO CLAUDELINO
Latitude,-26.278055555555554
Longitude,-52.29611111111111
Codigo,2652015
Qtd. Anos,52
Ano,Maxima
1965,72
1966,108.8
1967,110.8
1968,115.8
1969,95.8
1970,124.6
1971,106.2
1972,168.6
1973,140.9
1974,182
1975,94.4
1976,92.2
1977,78.9
1978,61.6
1979,110.8
1980,78.2
1981,93.2
1982,77.6
1983,148.4
1984,135.4
1985,61.6
1986,78.6
1987,106.1
1988,84.1
1989,111.6
1990,118
1991,115
1992,99.7
1993,160
1994,140.7
1995,88.5
1996,91.4
1997,121.3
1998,110.9
1999,84.8
2000,67.5
2001,110
2002,77
2003,111
2004,75
2005,136
2006,93
2007,184
2008,82
2009,74.5
2010,120.5
2011,79
2012,130
2013,109
2014,127
2015,105
2017,103
