UF,PR
Cidade,MARINGA
Nome Posto,FLORIANO
Latitude,-23.52638888888889
Longitude,-52.05361111111111
Codigo,2352055
Qtd. Anos,41
Ano,Maxima
1976,98
1977,100.4
1978,79.2
1979,82
1980,81.2
1981,93.5
1982,91.4
1983,92.6
1984,75.2
1985,80.2
1986,77
1987,84.4
1988,500
1989,64.2
1990,88
1991,69.6
1992,115.8
1993,64.4
1994,77.2
1995,83.2
1996,67.3
1997,155.8
1998,111.2
1999,116.8
2000,80
2001,85.7
2002,79.5
2003,94
2004,99.2
2005,56.9
2006,143.8
2007,78.8
2008,58
2009,103
2010,50.2
2011,72.8
2012,120
2013,64.7
2014,94
2015,92.1
2017,101.5
