UF,PR
Cidade,REBOUCAS
Nome Posto,TURVO
Latitude,-25.7
Longitude,-50.516666666666666
Codigo,2550035
Qtd. Anos,42
Ano,Maxima
1975,48.6
1976,60
1977,73
1978,98
1979,89
1980,87
1981,49.2
1982,80.4
1983,108
1984,77
1985,44
1986,82
1987,182
1988,52.2
1989,73
1990,80.6
1991,90.6
1992,167.8
1993,85.3
1994,56.4
1995,90.4
1996,68.9
1997,62.8
1998,99.2
1999,67.9
2000,58.5
2001,86.8
2002,77.3
2003,79.7
2004,62.5
2005,59.2
2006,51.2
2007,71.6
2008,78.1
2009,71.3
2010,75.9
2011,89.8
2012,95.5
2013,92
2014,194.2
2015,70.9
2017,84
