UF,PR
Cidade,ADRIANOPOLIS
Nome Posto,FAZENDA BOA VISTA (CRICIUMA)
Latitude,-24.75638888888889
Longitude,-48.96805555555556
Codigo,2448037
Qtd. Anos,43
Ano,Maxima
1974,53.5
1975,52.8
1976,70
1977,82
1978,75.6
1979,97.3
1980,69.2
1981,59.6
1982,79.4
1983,89.6
1984,67.4
1985,116.8
1986,73.4
1987,59
1988,63.4
1989,90.9
1990,58.4
1991,79.7
1992,44.7
1993,57.8
1994,77.8
1995,113.8
1996,63.2
1997,109
1998,99.8
1999,63.8
2000,81.3
2001,85.3
2002,100.9
2003,107.2
2004,103
2005,92.7
2006,62
2007,87.4
2008,58.6
2009,66.1
2010,86.9
2011,88.7
2012,84.3
2013,35.5
2014,80.8
2015,73.3
2017,87.7
