UF,PR
Cidade,ITAIPULANDIA
Nome Posto,ITACORA (ESQUINA GAUCHA)
Latitude,-25.109444444444446
Longitude,-54.39972222222222
Codigo,2554025
Qtd. Anos,42
Ano,Maxima
1975,75.6
1976,115
1977,129.2
1978,70.7
1979,128.4
1980,83.5
1981,110.4
1982,106.2
1983,78.2
1984,72.5
1985,34.3
1986,74
1987,177
1988,101.4
1989,66
1990,170
1991,114.7
1992,120.6
1993,174.2
1994,145
1995,72.4
1996,114.7
1997,129.7
1998,190.8
1999,91.6
2000,99.5
2001,92
2002,106.7
2003,111.9
2004,82.6
2005,84.1
2006,72.8
2007,91
2008,107.1
2009,92.9
2010,89.8
2011,79.2
2012,95
2013,157.5
2014,232.3
2015,111.9
2017,86.7
