UF,PR
Cidade,LONDRINA
Nome Posto,PCH APUCARANINHA RESERVATORIO FIU
Latitude,-23.745833333333334
Longitude,-50.94027777777777
Codigo,2350016
Qtd. Anos,47
Ano,Maxima
1955,87.4
1956,53.2
1957,80.8
1958,92.2
1959,75
1960,62
1961,93
1962,70.6
1963,122
1964,56.3
1965,83.9
1966,48.2
1967,69.3
1968,89.4
1969,58
1970,103.5
1971,81.2
1972,94.3
1973,83
1974,70
1975,70
1976,70
1977,65
1978,110.7
1979,72.2
1980,92
1981,73
1982,83.5
1983,74.2
1984,103.6
1985,60.9
1986,111.7
1987,70.2
1988,67.7
1989,177.6
1990,135.5
1991,79
1992,104.5
1993,78.7
1994,109.6
1995,71.8
1996,60.7
1997,134.8
1998,108.5
1999,93.7
2000,117.9
2004,59.5
