UF,PR
Cidade,RIO BRANCO DO IVAI
Nome Posto,RIO BRANCO DO IVAI
Latitude,-24.316666666666666
Longitude,-51.3
Codigo,2451047
Qtd. Anos,42
Ano,Maxima
1975,64
1976,70.1
1977,82.4
1978,80
1979,171.9
1980,52.3
1981,115
1982,123.6
1983,84.8
1984,83.6
1985,50.6
1986,80.2
1987,94.2
1988,50.7
1989,83.8
1990,63.8
1991,250
1992,86.6
1993,82
1994,125
1995,76.2
1996,175.8
1997,83
1998,99.2
1999,101.4
2000,95.4
2001,57.5
2002,90.1
2003,116.2
2004,95.4
2005,144.3
2006,48.3
2007,72
2008,70
2009,71.4
2010,63.6
2011,73.9
2012,149.1
2013,150.7
2014,152
2015,87.1
2017,122.5
