UF,PR
Cidade,TIBAGI
Nome Posto,VENTANIA
Latitude,-24.216666666666665
Longitude,-50.23305555555556
Codigo,2450034
Qtd. Anos,42
Ano,Maxima
1975,86
1976,66
1977,100.2
1978,82
1979,63.2
1980,102
1981,77
1982,94.6
1983,77
1984,91.2
1985,65.6
1986,74.4
1987,64.8
1988,80.4
1989,188
1990,65.8
1991,97.8
1992,75.8
1993,57.7
1994,60.2
1995,152.1
1996,69.2
1997,145.5
1998,74.5
1999,84.8
2000,89.9
2001,47
2002,92.9
2003,91.5
2004,65.5
2005,122.9
2006,56.7
2007,101.2
2008,64.6
2009,103.6
2010,138.4
2011,68.7
2012,86.6
2013,105
2014,94.4
2015,95.5
2017,1555.4
