UF,PR
Cidade,REBOUCAS
Nome Posto,REBOUCAS
Latitude,-25.616666666666667
Longitude,-50.7
Codigo,2550038
Qtd. Anos,42
Ano,Maxima
1975,55.8
1976,73.5
1977,50.6
1978,89
1979,73.5
1980,91
1981,66
1982,81.6
1983,126.2
1984,92.4
1985,55.4
1986,69.2
1987,165.2
1988,64.5
1989,76
1990,61.6
1991,52.6
1992,195
1993,67
1994,57
1995,107
1996,93.9
1997,92
1998,82
1999,75.1
2000,104.1
2001,69.6
2002,100.2
2003,137.7
2004,90.5
2005,102.3
2006,47.2
2007,99.2
2008,74.4
2009,85.7
2010,146.3
2011,102.1
2012,73.5
2013,138.8
2014,225.4
2015,82.3
2017,113.6
