UF,PR
Cidade,PALMAS
Nome Posto,UBALDINO TAQUES
Latitude,-26.266666666666666
Longitude,-51.9
Codigo,2651031
Qtd. Anos,41
Ano,Maxima
1976,68
1977,69.6
1978,64.6
1979,86.3
1980,77.6
1981,70.6
1982,75
1983,60.3
1984,60.6
1985,40.4
1986,27.6
1987,102.8
1988,102.3
1989,70.4
1990,103.9
1991,96.6
1992,119.6
1993,126.8
1994,86.2
1995,83.6
1996,147
1997,134.9
1998,127.3
1999,83.6
2000,100.2
2001,145.2
2002,76.3
2003,107.5
2004,116.6
2005,128.3
2006,68.2
2007,93.6
2008,81.3
2009,107.3
2010,123.5
2011,102.7
2012,119.2
2013,125.2
2014,127
2015,89.7
2017,117
