UF,PR
Cidade,SANTA TEREZINHA DE ITAIPU
Nome Posto,SANTA TEREZINHA DE ITAIPU
Latitude,-25.440833333333334
Longitude,-54.403055555555554
Codigo,2554012
Qtd. Anos,42
Ano,Maxima
1975,68.8
1976,125.6
1977,100.4
1978,83.4
1979,96.8
1980,119.1
1981,110.4
1982,108.9
1983,145.8
1984,114.4
1985,88.6
1986,77.2
1987,114.8
1988,91
1989,116.4
1990,134
1991,85.2
1992,113.1
1993,103.4
1994,83.8
1995,106.8
1996,128
1997,165.7
1998,159.9
1999,85.2
2000,90.2
2001,105.5
2002,169
2003,104
2004,94.7
2005,92.4
2006,76.5
2007,111.7
2008,85.4
2009,190.2
2010,87.3
2011,102.4
2012,89.6
2013,185.1
2014,185.6
2015,123.3
2017,94.8
