UF,PR
Cidade,PIRAQUARA
Nome Posto,MANANCIAIS DA SERRA
Latitude,-25.4925
Longitude,-48.99388888888889
Codigo,2548041
Qtd. Anos,88
Ano,Maxima
1916,40.8
1917,95.2
1918,118
1919,98
1920,86.5
1922,95.5
1923,144.8
1924,51.5
1925,77.5
1926,97.7
1927,100.5
1928,87.4
1929,140.7
1930,90.3
1931,69.3
1932,91.5
1933,80.6
1934,110.5
1935,200
1936,62
1937,80
1938,72
1939,60
1940,80
1941,80
1942,88
1943,82
1944,90
1945,70
1946,80
1947,86
1948,64
1949,86
1950,74
1951,68
1952,90
1953,66
1954,78
1955,98
1956,90
1957,88
1958,94
1959,58
1972,80.3
1973,80.8
1974,68.5
1975,48.2
1976,157.4
1977,86.4
1978,55.6
1979,65.4
1980,71.5
1981,106.5
1982,84
1983,138.2
1984,71.6
1985,61.4
1986,77.2
1987,131.6
1988,185.2
1989,184
1990,75.2
1991,91
1992,120.5
1993,92.5
1994,130.3
1995,165.5
1996,77.5
1997,83.7
1998,104.2
1999,61.9
2000,58.3
2001,64.7
2002,63.6
2003,72.4
2004,177.4
2005,54.9
2006,44
2007,76.1
2008,57.3
2009,66.8
2010,105.6
2011,95.3
2012,108.5
2013,117
2014,91
2015,60
2017,60.3
