UF,PR
Cidade,RESERVA DO IGUACU
Nome Posto,RESERVA DO IGUACU
Latitude,-25.8
Longitude,-52.016666666666666
Codigo,2552022
Qtd. Anos,41
Ano,Maxima
1976,72.6
1977,80.6
1978,68
1979,103.2
1980,76.8
1981,77.8
1982,127.4
1983,147.8
1984,111.2
1985,106
1986,74
1987,92.4
1988,118.2
1989,124
1990,127.2
1991,83.4
1992,191.9
1993,116.9
1994,116.4
1995,74.6
1996,134.4
1997,113.2
1998,107.5
1999,94
2000,81.4
2001,130.5
2002,59.2
2003,113.2
2004,117.4
2005,109.1
2006,94.9
2007,111.6
2008,75.4
2009,70.1
2010,109.2
2011,123.5
2012,140.3
2013,103.9
2014,187.1
2015,91.8
2017,109.3
