UF,PR
Cidade,VERA CRUZ DO OESTE
Nome Posto,SAO SEBASTIAO DO OESTE
Latitude,-24.97722222222222
Longitude,-54
Codigo,2454011
Qtd. Anos,42
Ano,Maxima
1975,65.6
1976,90
1977,105
1978,68.6
1979,102.8
1980,98.5
1981,81.4
1982,150
1983,128.5
1984,85.2
1985,100.4
1986,110.1
1987,100
1988,69
1989,71
1990,95
1991,148.9
1992,175.7
1993,119.5
1994,65.5
1995,83.8
1996,76.4
1997,150.4
1998,147.3
1999,98.9
2000,145.9
2001,132.5
2002,120.7
2003,128.7
2004,146.5
2005,124.5
2006,150.2
2007,114.9
2008,160.5
2009,134.3
2010,96.5
2011,90.5
2012,100.7
2013,200.3
2014,165.3
2015,91.1
2017,71.1
