UF,PR
Cidade,CORONEL VIVIDA
Nome Posto,VISTA ALEGRE
Latitude,-25.933888888888887
Longitude,-52.711111111111116
Codigo,2552043
Qtd. Anos,41
Ano,Maxima
1976,90.8
1977,65.2
1978,94
1979,126.6
1980,108.6
1981,116
1982,90.6
1983,100
1984,108.8
1985,63.2
1986,95.5
1987,160.3
1988,99.2
1989,80.5
1990,121.4
1991,177.2
1992,161
1993,96.4
1994,95
1995,81.2
1996,94.4
1997,207.5
1998,194.6
1999,78.7
2000,82
2001,92.8
2002,100.1
2003,80
2004,93.6
2005,79.7
2006,70.2
2007,156.2
2008,123.6
2009,67.3
2010,103.5
2011,109.4
2012,113.2
2013,134.6
2014,97.5
2015,106.6
2017,64.5
