UF,PR
Cidade,RIBEIRAO DO PINHAL
Nome Posto,TRIOLANDIA
Latitude,-23.55
Longitude,-50.4
Codigo,2350052
Qtd. Anos,41
Ano,Maxima
1976,104
1977,72
1978,105
1979,120
1980,102.8
1981,79
1982,92.5
1983,79.4
1984,67
1985,70
1986,70
1987,77.1
1988,41.3
1989,127
1990,82.5
1991,95
1992,83.1
1993,68.5
1994,110.4
1995,75
1996,77.5
1997,107.2
1998,67.4
1999,90.4
2000,75
2001,51.3
2002,68.4
2003,81.2
2004,123.7
2005,67.7
2006,88.9
2007,80.8
2008,66
2009,67.9
2010,57.8
2011,123.4
2012,147
2013,64
2014,78.4
2015,128.5
2017,93
