UF,PR
Cidade,SANTO ANTONIO DA PLATINA
Nome Posto,CONSELHEIRO ZACARIAS
Latitude,-23.413888888888888
Longitude,-49.98083333333334
Codigo,2349059
Qtd. Anos,43
Ano,Maxima
1975,65.8
1976,84
1977,76.2
1978,78
1979,84
1980,153.6
1981,97
1982,78.2
1983,112.6
1984,108.8
1985,100.8
1986,78.4
1987,65
1988,67
1989,93
1990,91.2
1991,93.4
1992,86.1
1993,96.2
1994,77.5
1995,78
1996,108.8
1997,95.7
1998,73.4
1999,70.9
2000,85.5
2001,62.7
2002,83.9
2003,73.6
2004,64.4
2005,95.9
2006,74.1
2007,69.8
2008,83.7
2009,88
2010,86
2011,106.2
2012,167.2
2013,60.8
2014,75.8
2015,116.5
2016,94.7
2017,62.3
