UF,PR
Cidade,ARAPOTI
Nome Posto,FAZENDA REDOMONA
Latitude,-24.25861111111111
Longitude,-50.08388888888889
Codigo,2450036
Qtd. Anos,41
Ano,Maxima
1975,89.6
1976,77.7
1977,100.2
1978,75.2
1979,79.2
1980,94.7
1981,87.4
1982,117.8
1983,118.4
1984,88.2
1985,71
1986,91
1987,93
1988,93
1989,260
1990,335.2
1991,112
1992,93
1993,54.2
1994,53.9
1995,110.7
1996,76.3
1997,108.4
1998,92
1999,70
2000,150
2001,44.5
2002,69.1
2003,92
2004,133.9
2005,136.8
2006,80.5
2007,83.7
2008,72.4
2009,102.5
2010,195
2011,60.5
2012,68.2
2013,103.1
2014,54
2015,98
