UF,PR
Cidade,UMUARAMA
Nome Posto,SANTA ELIZA
Latitude,-23.5275
Longitude,-53.46277777777778
Codigo,2353027
Qtd. Anos,41
Ano,Maxima
1976,70.2
1977,58.2
1978,79
1979,86
1980,87
1981,123
1982,100.2
1983,104
1984,85
1985,84.4
1986,95.8
1987,64.4
1988,93.4
1989,92.2
1990,80.6
1991,77.2
1992,115.3
1993,120
1994,83.5
1995,67.6
1996,83.1
1997,93.6
1998,70.8
1999,125.2
2000,100
2001,69.2
2002,90
2003,70.5
2004,81.2
2005,52.6
2006,145
2007,94.6
2008,84.1
2009,60.4
2010,89.6
2011,65.8
2012,79
2013,94.1
2014,99.9
2015,167.4
2017,122.7
