UF,PR
Cidade,LARANJEIRAS DO SUL
Nome Posto,CAMPO VERDE (FAXINAL DOS INDIOS)
Latitude,-25.222499999999997
Longitude,-52.43111111111111
Codigo,2552019
Qtd. Anos,42
Ano,Maxima
1975,180.8
1976,83.7
1977,97
1978,84.1
1979,117.2
1980,121.4
1981,124
1982,118.4
1983,148.2
1984,97.8
1985,65.2
1986,132.6
1987,224.4
1988,143
1989,108.6
1990,91.6
1991,83.4
1992,198.1
1993,287.5
1994,178.1
1995,93.1
1996,108.8
1997,123.1
1998,126.9
1999,63.7
2000,119.4
2001,98.7
2002,70.7
2003,105
2004,100.9
2005,74.5
2006,59.4
2007,147.5
2008,99.2
2009,90.6
2010,100.6
2011,118
2012,99.9
2013,113.7
2014,216.8
2015,77.5
2017,83.3
