UF,PR
Cidade,SARANDI
Nome Posto,VALE AZUL (EST. JAGUARAUNA KM18)
Latitude,-23.483888888888888
Longitude,-51.90555555555555
Codigo,2351044
Qtd. Anos,41
Ano,Maxima
1976,71.8
1977,93.6
1978,72
1979,90.2
1980,90.6
1981,88
1982,87
1983,70
1984,84
1985,81.2
1986,91.2
1987,93.1
1988,70
1989,70.7
1990,75.8
1991,70.5
1992,86.4
1993,61.8
1994,82.5
1995,99.8
1996,86.8
1997,104.2
1998,89.6
1999,82.8
2000,111.2
2001,77.1
2002,78.9
2003,121.1
2004,108.2
2005,71.8
2006,125.2
2007,109
2008,57.1
2009,121.3
2010,68.5
2011,95.3
2012,141.6
2013,84.5
2014,79.4
2015,150.2
2017,66.9
