UF,PR
Cidade,SAO JERONIMO DA SERRA
Nome Posto,SALTO SAO PEDRO
Latitude,-23.7
Longitude,-50.81666666666667
Codigo,2350010
Qtd. Anos,38
Ano,Maxima
1964,58.8
1965,105.4
1966,49.2
1967,75.2
1968,62
1969,42.9
1970,62
1971,45.3
1972,41
1973,50.6
1974,78.2
1975,86.2
1976,85
1977,108
1978,84.4
1979,79.2
1980,81.6
1981,46.3
1982,72.6
1983,69.6
1984,98.4
1985,73.2
1986,74.4
1987,89
1988,64
1989,138.6
1990,87.4
1991,149.8
1992,87.1
1993,96.5
1994,96.4
1995,108.4
1996,64.8
1997,94.1
1998,93.8
1999,95.4
2000,105.2
2001,79.7
