UF,PR
Cidade,CAMPINA DA LAGOA
Nome Posto,PONTE DO GOIO - BANG
Latitude,-24.554444444444446
Longitude,-52.90138888888889
Codigo,2452001
Qtd. Anos,50
Ano,Maxima
1967,68
1968,80.4
1969,103.4
1970,120.4
1971,93.6
1972,56.8
1973,79.4
1974,72.6
1975,94.4
1976,68.8
1977,70.6
1978,92.7
1979,83
1980,83.3
1981,91
1982,112.2
1983,68.6
1984,62.4
1985,71.3
1986,101.4
1987,68.1
1988,60
1989,106.3
1990,84
1991,114.3
1992,103.3
1993,92.2
1994,121.3
1995,112.7
1996,97.1
1997,161
1998,81.8
1999,183
2000,46.5
2001,80.3
2002,94.5
2003,110.4
2004,72.4
2005,104
2006,70.2
2007,110.9
2008,90
2009,113.4
2010,116.3
2011,81.6
2012,115.1
2013,119.1
2014,103
2015,97.3
2017,1555.4
