UF,PR
Cidade,JURANDA
Nome Posto,PRIMAVERA
Latitude,-24.333055555555557
Longitude,-52.933055555555555
Codigo,2452033
Qtd. Anos,42
Ano,Maxima
1975,91
1976,100
1977,107
1978,106
1979,80.6
1980,85
1981,131.8
1982,114.2
1983,143.4
1984,92.5
1985,186
1986,81.5
1987,98.3
1988,169.7
1989,85
1990,109.1
1991,138.4
1992,98.4
1993,88.4
1994,91.7
1995,79.5
1996,67.9
1997,110.3
1998,94.8
1999,122.2
2000,84
2001,53.3
2002,77.5
2003,75.1
2004,104.5
2005,136
2006,102.5
2007,83.4
2008,78.5
2009,88
2010,110.7
2011,67.1
2012,106.5
2013,156.2
2014,112.2
2015,105.3
2017,54.7
