UF,PR
Cidade,CURIUVA
Nome Posto,UHE MAUA RIBEIRAO DAS ANTAS JUSANTE
Latitude,-24.03222222222222
Longitude,-50.692499999999995
Codigo,2450003
Qtd. Anos,39
Ano,Maxima
1974,75.2
1975,60
1976,66.2
1977,44
1978,68
1979,73.2
1980,50
1981,78.6
1982,65.2
1983,126
1984,120.6
1985,70.4
1986,52
1987,83.1
1988,70.5
1989,100.3
1990,79.1
1991,50.3
1992,62.1
1993,70
1994,99.4
1995,117.9
1996,57.3
1997,82.5
1998,121.4
1999,57
2000,78.2
2001,45.1
2002,80.5
2003,62.4
2004,76.4
2005,84.5
2006,71.4
2007,100.5
2008,70.6
2009,93.4
2010,62.2
2011,61.2
2012,71.2
