UF,PR
Cidade,PORTO RICO
Nome Posto,PORTO RICO
Latitude,-22.77111111111111
Longitude,-53.271388888888886
Codigo,2253002
Qtd. Anos,49
Ano,Maxima
1970,51.8
1971,79
1972,118.4
1973,69.8
1974,67
1975,62.4
1976,92.2
1977,63.2
1978,67.2
1979,103
1980,108.2
1981,105.4
1982,125.4
1983,72.6
1984,101.4
1985,93.2
1986,72
1987,88.4
1988,75.8
1989,81
1990,82.8
1991,80.2
1992,100.2
1993,93
1994,86
1995,101
1996,110
1997,125.2
1998,75.8
1999,99.2
2000,96
2001,55
2002,100.8
2003,77.8
2004,62
2005,81.4
2006,161.1
2007,73.8
2008,77.8
2009,92.8
2010,87.5
2011,91.1
2012,134.4
2013,100.5
2014,98.2
2015,112.1
2016,88.2
2017,132.7
2018,132.9
