UF,PR
Cidade,PONTA GROSSA
Nome Posto,PONTA GROSSA - VILA VELHA
Latitude,-25.216666666666665
Longitude,-50.016666666666666
Codigo,2550024
Qtd. Anos,49
Ano,Maxima
1954,76.6
1955,89.5
1956,46.8
1957,81.8
1958,88
1959,58.2
1960,84
1961,59.3
1962,69
1963,58
1964,76.3
1965,121
1966,74.2
1967,66.2
1968,65
1969,46.4
1970,71.3
1971,72
1972,53.2
1973,85.6
1974,70.5
1975,57.4
1976,90.2
1977,73
1978,61.6
1979,62.1
1980,77.3
1981,70.7
1982,81
1983,96.5
1984,77
1985,50.4
1986,73.2
1987,77.4
1988,73.4
1989,109.6
1990,80.4
1991,62.8
1992,106.8
1993,115
1994,80.8
1995,106.4
1996,102
1997,119.6
1998,75
1999,67
2000,65.4
2001,75
2002,143.8
