UF,PR
Cidade,MANDIRITUBA
Nome Posto,MANDIRITUBA
Latitude,-25.77638888888889
Longitude,-49.324444444444445
Codigo,2549062
Qtd. Anos,43
Ano,Maxima
1974,55.2
1975,51.2
1976,68
1977,61
1978,100
1979,64
1980,65.8
1981,51.4
1982,51
1983,112.4
1984,35.8
1985,44.4
1986,77.8
1987,108
1988,78.2
1989,91.8
1990,53.7
1991,97.3
1992,100.7
1993,66.7
1994,73
1995,123.8
1996,118.5
1997,77.7
1998,118.2
1999,108
2000,84.8
2001,65.5
2002,96.2
2003,68.3
2004,42.4
2005,47.6
2006,53.6
2007,79
2008,51.2
2009,85.3
2010,86.5
2011,68
2012,84.1
2013,96.8
2014,67
2015,99.6
2017,42.5
