UF,PR
Cidade,PINHAO
Nome Posto,SANTA CRUZ
Latitude,-25.85
Longitude,-51.766666666666666
Codigo,2551019
Qtd. Anos,41
Ano,Maxima
1975,80
1976,80.2
1977,61.6
1978,64
1979,100.2
1980,78.8
1981,79.2
1982,93
1983,129.6
1984,103
1985,64.4
1986,63.2
1987,85.4
1988,73
1989,106
1990,96
1991,71.4
1992,242
1993,126.8
1994,90.8
1995,107.5
1996,79.2
1997,104.1
1998,123.7
1999,102.2
2000,152.2
2001,99.8
2002,49.3
2003,80.3
2004,98.3
2005,58.2
2006,49.3
2007,85.1
2008,90.9
2009,120.9
2010,97.6
2011,81.6
2012,124.1
2013,84.3
2014,145.6
2015,79.1
