UF,PR
Cidade,TIJUCAS DO SUL
Nome Posto,RINCAO
Latitude,-25.783333333333335
Longitude,-49.15
Codigo,2549063
Qtd. Anos,42
Ano,Maxima
1975,44.8
1976,71
1977,91
1978,67
1979,109.2
1980,77
1981,55.3
1982,78
1983,100
1984,69.3
1985,56.6
1986,63.6
1987,89.4
1988,60
1989,95.1
1990,68.2
1991,86.3
1992,81.6
1993,69.5
1994,83.4
1995,93
1996,80.7
1997,77.2
1998,75
1999,91.9
2000,93.4
2001,111
2002,50.9
2003,99.5
2004,54.3
2005,121
2006,50.4
2007,54.3
2008,68.9
2009,69.2
2010,67
2011,64
2012,109
2013,86.9
2014,64.3
2015,67
2017,53.8
