UF,PR
Cidade,SAO MIGUEL DO IGUACU
Nome Posto,SAO MIGUEL DO IGUACU
Latitude,-25.34583333333333
Longitude,-54.244166666666665
Codigo,2554006
Qtd. Anos,55
Ano,Maxima
1962,64
1963,56.4
1964,101.6
1965,142
1966,68
1967,46.4
1968,92.2
1969,94.4
1970,82.4
1971,105
1972,120
1973,109
1974,203.4
1975,59
1976,95.4
1977,97
1978,90
1979,138.4
1980,107.6
1981,95
1982,96.2
1983,124.2
1984,121.2
1985,63.2
1986,85
1987,92.2
1988,71.4
1989,84.8
1990,178.4
1991,99.4
1992,125.8
1993,151.1
1994,82.9
1995,62.1
1996,97.6
1997,121.3
1998,126
1999,107.8
2000,58.5
2001,64
2002,98.4
2003,126.3
2004,69
2005,104.5
2006,88.6
2007,89.4
2008,51.6
2009,75.7
2010,104.1
2011,128.3
2012,92.9
2013,136.4
2014,149.3
2015,65.5
2017,133.4
