UF,PR
Cidade,PEROLA
Nome Posto,PEROLA
Latitude,-23.796944444444446
Longitude,-53.675555555555555
Codigo,2353016
Qtd. Anos,41
Ano,Maxima
1976,65.1
1977,67.3
1978,84.6
1979,79
1980,106.6
1981,100.7
1982,101
1983,87.2
1984,75.2
1985,104.1
1986,69.7
1987,76.7
1988,67.6
1989,63.8
1990,80
1991,130.9
1992,164.6
1993,98.8
1994,125.3
1995,86.3
1996,80.4
1997,85.8
1998,109.2
1999,170
2000,75.5
2001,52.1
2002,121
2003,129.6
2004,91.6
2005,81.3
2006,104.5
2007,72.3
2008,136.3
2009,62.7
2010,123.5
2011,96.7
2012,119.6
2013,71
2014,107.9
2015,147.5
2017,777.7
