UF,PR
Cidade,IRETAMA
Nome Posto,MARILU
Latitude,-24.416666666666668
Longitude,-52.2
Codigo,2452044
Qtd. Anos,42
Ano,Maxima
1975,65
1976,100
1977,86
1978,77.3
1979,126.3
1980,75.5
1981,104.2
1982,111.2
1983,80.9
1984,97.8
1985,101.6
1986,100.2
1987,100.2
1988,87.3
1989,110.5
1990,140
1991,74.6
1992,88
1993,104.4
1994,80.7
1995,80.6
1996,98.8
1997,110.1
1998,90.1
1999,66.3
2000,84
2001,71
2002,101.8
2003,98.6
2004,103.5
2005,100
2006,84.6
2007,138
2008,65.6
2009,96
2010,63.8
2011,72.3
2012,113.7
2013,126.5
2014,140.6
2015,105.3
2017,114.7
