UF,PR
Cidade,ENGENHEIRO BELTRAO
Nome Posto,PORTO BANANEIRA
Latitude,-23.674722222222222
Longitude,-52.117222222222225
Codigo,2352010
Qtd. Anos,42
Ano,Maxima
1974,105
1975,95.5
1976,93.5
1977,99.3
1978,67.7
1979,77.9
1980,90.2
1981,98.1
1982,93.2
1983,101.2
1984,75.5
1985,109.5
1986,63.6
1987,115.2
1988,62.3
1989,60.9
1990,124.4
1991,77.6
1992,83
1993,114.8
1994,99.8
1995,97.4
1996,58.8
1997,107.9
1998,71.6
1999,150.9
2000,78.5
2001,60.5
2003,32
2004,72
2005,119
2006,74
2007,95.9
2008,80
2009,76.4
2010,63
2011,94.5
2012,110
2013,76.3
2014,144.7
2015,161.5
2017,87.8
