UF,PR
Cidade,PRIMEIRO DE MAIO
Nome Posto,PRIMEIRO DE MAIO
Latitude,-22.851666666666667
Longitude,-51.03194444444444
Codigo,2251039
Qtd. Anos,44
Ano,Maxima
1975,122.2
1976,73.2
1977,80
1978,58.2
1979,67.3
1980,108
1981,82.4
1982,70.6
1983,128.2
1984,93.2
1985,113.2
1986,74
1987,83.2
1988,79
1989,89.2
1990,43.8
1991,100.4
1992,80.4
1993,70.4
1994,136.7
1995,77.4
1996,77.8
1997,170
1998,66.8
1999,100.3
2000,80
2001,54.5
2002,61
2003,67
2004,67.6
2005,125.6
2006,74.2
2007,73.2
2008,55.2
2009,80
2010,56.9
2011,62.1
2012,226
2013,122
2014,62.6
2015,104.8
2016,68
2017,69.9
2018,104
