UF,PR
Cidade,UMUARAMA
Nome Posto,MARCO PRETO
Latitude,-23.479444444444443
Longitude,-53.72694444444445
Codigo,2353025
Qtd. Anos,41
Ano,Maxima
1976,81.4
1977,88.6
1978,123.6
1979,146.2
1980,56.2
1981,93.6
1982,90.8
1983,81.6
1984,104.8
1985,70.2
1986,93
1987,111
1988,112.2
1989,80.4
1990,73.8
1991,114.3
1992,126.2
1993,144.1
1994,80.6
1995,79.8
1996,78.1
1997,112.6
1998,99.6
1999,81.6
2000,84.8
2001,89.1
2002,85.5
2003,140.7
2004,92.7
2005,68.1
2006,134
2007,134
2008,65.1
2009,100.2
2010,118
2011,95
2012,68.5
2013,181.1
2014,76.6
2015,176.1
2017,83
