UF,PR
Cidade,CARLOPOLIS
Nome Posto,PINTOS - NOVA BRASILIA
Latitude,-23.545555555555556
Longitude,-49.746944444444445
Codigo,2349060
Qtd. Anos,43
Ano,Maxima
1975,57.4
1976,75.6
1977,62.8
1978,115
1979,58.6
1980,63.4
1981,76.8
1982,78.6
1983,125.8
1984,92.2
1985,90
1986,70.8
1987,80.8
1988,60.4
1989,103.6
1990,76.2
1991,103.7
1992,82.9
1993,51.1
1994,79.7
1995,104.2
1996,55.4
1997,106.1
1998,67.1
1999,86.6
2000,108.1
2001,67.7
2002,83.2
2003,84.1
2004,120.8
2005,65.7
2006,139.5
2007,83.2
2008,99.9
2009,71.6
2010,58.5
2011,94
2012,79.2
2013,73.7
2014,92
2015,90
2016,40.2
2017,72.9
