UF,PR
Cidade,CAMBE
Nome Posto,PRATA
Latitude,-23.066111111111113
Longitude,-51.26111111111111
Codigo,2351031
Qtd. Anos,42
Ano,Maxima
1975,170.7
1976,61.5
1977,72.8
1978,65.8
1979,90
1980,74.2
1981,58.2
1982,53.5
1983,77.2
1984,58.3
1985,81
1986,70.3
1987,90.1
1988,67.1
1989,72.3
1990,81.5
1991,50.3
1992,97.7
1993,115.3
1994,189.5
1995,92.7
1996,98.1
1997,77
1998,66.8
1999,87.4
2000,118.4
2001,84.7
2002,87.6
2003,86
2004,95.2
2005,125.5
2006,143.5
2007,74.6
2008,60.9
2009,119.7
2010,68.5
2011,93.7
2012,269.1
2013,78.5
2014,154.3
2015,163.4
2017,63.9
