UF,PR
Cidade,CASCAVEL
Nome Posto,NELSON TABORDA
Latitude,-25.166666666666668
Longitude,-53.36666666666667
Codigo,2553016
Qtd. Anos,43
Ano,Maxima
1971,58
1972,116.4
1973,164.8
1974,78.6
1975,50.9
1976,51
1977,85.5
1978,88
1979,143.4
1980,96.8
1981,128
1982,147.4
1983,147.8
1984,100.4
1985,81.8
1986,100
1987,110
1988,92.4
1989,82
1990,107
1991,92.3
1992,176.2
1993,145.6
1994,133.1
1995,79.1
1996,117
1997,155.6
1998,175.4
1999,121.4
2000,118
2001,71.8
2002,131.4
2003,190.1
2004,86.6
2005,135.7
2006,132
2007,149.3
2008,114.8
2009,111.6
2010,101.3
2011,125
2012,123.4
2013,100.2
