UF,PR
Cidade,CIANORTE
Nome Posto,IGARITE
Latitude,-23.8
Longitude,-52.63305555555556
Codigo,2352031
Qtd. Anos,42
Ano,Maxima
1975,52.5
1976,86.4
1977,109
1978,86.2
1979,91.9
1980,110
1981,121.8
1982,110.6
1983,89
1984,75.2
1985,90.8
1986,70
1987,79.2
1988,104.6
1989,46.8
1990,85.4
1991,201.1
1992,137
1993,76.3
1994,91.3
1995,108.5
1996,108
1997,98.2
1998,79.1
1999,130.2
2000,89
2001,46
2002,82
2003,59.1
2004,80.8
2005,56.3
2006,78.5
2007,141
2008,60.5
2009,56.6
2010,75.2
2011,95.9
2012,87.6
2013,96.4
2014,140
2015,192.2
2017,81.2
