UF,PR
Cidade,UMUARAMA
Nome Posto,SERRA DOS DOURADOS
Latitude,-23.616666666666667
Longitude,-53.36666666666667
Codigo,2353022
Qtd. Anos,41
Ano,Maxima
1976,87.2
1977,82.4
1978,58.2
1979,129.4
1980,83
1981,100.4
1982,57
1983,90.6
1984,65
1985,84.5
1986,105.7
1987,70
1988,106
1989,79
1990,82.7
1991,125
1992,133.4
1993,90.3
1994,64.4
1995,69.7
1996,84.2
1997,81.8
1998,109.2
1999,120.9
2000,74.2
2001,50.2
2002,84
2003,83.7
2004,85.5
2005,60.2
2006,183.5
2007,65.4
2008,81.1
2009,76.5
2010,64
2011,49.4
2012,48.9
2013,130
2014,97.8
2015,120
2017,77.5
