UF,PR
Cidade,UBIRATA
Nome Posto,PONTE DO PIQUIRI
Latitude,-24.558333333333334
Longitude,-53.12888888888889
Codigo,2453001
Qtd. Anos,47
Ano,Maxima
1970,25.8
1971,47.4
1972,91.8
1973,67.8
1974,89.6
1975,69.6
1976,78.6
1977,86.4
1978,64.8
1979,144.4
1980,75.4
1981,127.8
1982,80.4
1983,139.2
1984,100.6
1985,64.8
1986,98.4
1987,77.6
1988,77
1989,82.8
1990,121.1
1991,75.1
1992,102.5
1993,154.7
1994,99.3
1995,70.2
1996,62.8
1997,155.5
1998,70.9
1999,94.4
2000,77.7
2001,57.9
2002,93.6
2003,74
2004,82.2
2005,71.8
2006,88.7
2007,70.9
2008,90.9
2009,98
2010,114.8
2011,124.4
2012,105.8
2013,101.2
2014,86.4
2015,109.8
2017,82.3
